seller_id,product_category_name_english,avg_score,count_of_reviews
f00e21b1e91a79653163b7fd8f293ff1,fashion_shoes,5,1
3dfd3dc96f7f8598eca74e9ac8a2fa31,home_confort,5,1
f615fe7efbef0f4f08fd3086bc7a3e60,food,5,2
dd58ee93286b0821565574c570e9e1dc,health_beauty,5,2
cc5a78bbad32776dc4e3af205218368c,construction_tools_construction,5,1
ce27a3cc3c8cc1ea79d11e561e9bebb6,sports_leisure,5,2
6bb62a4912377c7bfe7cb17b406bc7e6,construction_tools_safety,5,3
fc4751cfe3b279c419615b9b00c1abb4,housewares,5,1
1e26c56af8d48424e1df0140a2401f83,construction_tools_construction,5,1
4170f6a9367e6b5d6401d03ce6d54569,fixed_telephony,5,2
2b2fed75b8e5ea3a052fc4c0825da485,toys,5,4
cac4c8e7b1ca6252d8f20b2fc1a2e4af,cool_stuff,5,1
f3c38ab652836d21de61fb8314b69182,construction_tools_construction,5,2
e3b4998c7a498169dc7bce44e6bb6277,housewares,5,1
4fe2f67634d00c021aa01f96b6f2d68e,health_beauty,5,1
5d505d2298ad549e4e4e835562fa0c1e,sports_leisure,5,2
866558b3bccef2dbc6d29a2b5995016f,kitchen_dining_laundry_garden_furniture,5,1
